CCCNC(=O)c1ccccc1N*;S(=O)(=O)(c1ccc(SC)cc1);CCCNC(=O)c1ccccc1NS(=O)(=O)c1ccc(SC)cc1
O=C(NCc1ccco1)*;C(c1ccc(Cl)c(Cl)c1);O=C(Cc1ccc(Cl)c(Cl)c1)NCc1ccco1
C[C@@H](OC(=O)c1ccccc1I)*;C(=O)(N1CCc2ccccc21);C[C@@H](OC(=O)c1ccccc1I)C(=O)N1CCc2ccccc21
C[C@@H](Sc1ccc2ccccc2n1)*;C(=O)(Nc1ccccc1);C[C@@H](Sc1ccc2ccccc2n1)C(=O)Nc1ccccc1
C[C@H](NC(=O)CCC*)c1ccccc1;O(c1ccc(Cl)cc1Cl);C[C@H](NC(=O)CCCOc1ccc(Cl)cc1Cl)c1ccccc1
O=C(NCCCN*)c1ccncc1;C(=O)(c1ccccc1Br);O=C(NCCCNC(=O)c1ccccc1Br)c1ccncc1
COc1cc(Cl)c(C)cc1N*;C(=O)(c1cccc(C#N)c1);COc1cc(Cl)c(C)cc1NC(=O)c1cccc(C#N)c1
O=C1c2ccccc2C(=O)C1*;O(c1cccc2ccccc12);O=C1c2ccccc2C(=O)C1Oc1cccc2ccccc12
O=C(CSc1nc2ncccc2[nH]1)*;N(c1cc(Cl)ccc1Cl);O=C(CSc1nc2ncccc2[nH]1)Nc1cc(Cl)ccc1Cl
CN(Cc1ccc(Cl)cc1Cl)C(=O)C*;O(c1ccc(C#N)cc1);CN(Cc1ccc(Cl)cc1Cl)C(=O)COc1ccc(C#N)cc1
O=C(Cn1cnc2ccccc12)*;N(Cc1ccc(Cl)cc1);O=C(Cn1cnc2ccccc21)NCc1ccc(Cl)cc1
COc1cc(SC)ccc1*;C(=O)(N1CCC(C)CC1);COc1cc(SC)ccc1C(=O)N1CCC(C)CC1
CC[C@@H](N*)c1ccc(C(C)C)cc1;C(=O)(c1c(I)cnn1C);CC[C@@H](NC(=O)c1c(I)cnn1C)c1ccc(C(C)C)cc1
O=C(Nc1ccccc1)*;O(C[C@H]1C[C@H]2CC[C@@H]1C2);O=C(Nc1ccccc1)OC[C@H]1C[C@H]2CC[C@@H]1C2
O=C(Cn1cnc2cc(Cl)ccc2c1=O)*;N(c1ccc(Cl)c(Cl)c1);O=C(Cn1cnc2cc(Cl)ccc2c1=O)Nc1ccc(Cl)c(Cl)c1
O=C(C*)c1ccc(Cl)cc1Cl;S(c1cccc2cccnc12);O=C(CSc1cccc2cccnc12)c1ccc(Cl)cc1Cl
[NH3+][C@@H](c1ccc2c(c1)CCCO2)*;C(CCc1ccccc1);[NH3+][C@H](CCCc1ccccc1)c1ccc2c(c1)CCCO2
CN(C1(C#N)CCCCC1)*;C(=O)(CSc1nncn1C);CN(C(=O)CSc1nncn1C)C1(C#N)CCCCC1
CC(C)[C@@H](NS(=O)(=O)c1cccs1)*;C(=O)(NC1CCCCC1);CC(C)[C@@H](NS(=O)(=O)c1cccs1)C(=O)NC1CCCCC1
C[C@H](C(=O)NC1CCCCCC1)*;N(S(=O)(=O)c1ccccc1);C[C@@H](NS(=O)(=O)c1ccccc1)C(=O)NC1CCCCCC1
COc1ccccc1N*;C(=O)(NC[C@H]1CC1(Cl)Cl);COc1ccccc1NC(=O)NC[C@H]1CC1(Cl)Cl
Cc1cc(Cl)cc(C)c1OC*;C(=O)(Nc1ccccc1Cl);Cc1cc(Cl)cc(C)c1OCC(=O)Nc1ccccc1Cl
CCc1nc2ccccc2n1C*;C(=O)(N(c1ccccc1)C(C)C);CCc1nc2ccccc2n1CC(=O)N(c1ccccc1)C(C)C
COc1ccccc1NC(=O)NC*;C(c1ccc(OC)c(OC)c1);COc1ccccc1NC(=O)NCCc1ccc(OC)c(OC)c1
O=C([C@H]1CC=CC[C@H]1C(=O)[O-])*;N(c1ccc(Br)cc1Br);O=C(Nc1ccc(Br)cc1Br)[C@H]1CC=CC[C@H]1C(=O)[O-]
C[C@@H](C(=O)Nc1ccccc1F)*;S(c1nnc(C(F)(F)F)n1N);C[C@H](Sc1nnc(C(F)(F)F)n1N)C(=O)Nc1ccccc1F
FC(F)(F)c1cccnc1*;S(Cc1ccc(Cl)cc1);FC(F)(F)c1cccnc1SCc1ccc(Cl)cc1
CCOc1ccc(C(=O)*)cc1;N(CC(=O)NCC(=O)[O-]);CCOc1ccc(C(=O)NCC(=O)NCC(=O)[O-])cc1
O=S(=O)(c1ccc(F)cc1)*;N(CCCc1ccccc1);O=S(=O)(NCCCc1ccccc1)c1ccc(F)cc1
CC(C)c1ccccc1NC(=O)*;C(Sc1nnc(C(F)(F)F)n1C);CC(C)c1ccccc1NC(=O)CSc1nnc(C(F)(F)F)n1C
O=C(c1cccc(-n2cnnn2)c1)*;O(Cc1nc2ccccc2s1);O=C(OCc1nc2ccccc2s1)c1cccc(-n2cnnn2)c1
N#Cc1ccccc1NC(=O)CO*;C(=O)(c1cccc(O)c1);N#Cc1ccccc1NC(=O)COC(=O)c1cccc(O)c1
C[C@H](CCc1ccccc1)N*;C(=O)([C@H](C)c1ccccc1);C[C@H](CCc1ccccc1)NC(=O)[C@H](C)c1ccccc1
O=C(COc1ncnc2ccc(Br)cc12)*;N(Cc1ccc(F)cc1);O=C(COc1ncnc2ccc(Br)cc12)NCc1ccc(F)cc1
O=C(CCC(=O)c1ccc(F)cc1)O*;C(c1ccc(Cl)c(Cl)c1);O=C(CCC(=O)c1ccc(F)cc1)OCc1ccc(Cl)c(Cl)c1
CCOc1ccccc1NC(=O)*;C(n1nnc2ccccc2c1=O);CCOc1ccccc1NC(=O)Cn1nnc2ccccc2c1=O
Cc1nc2cccnc2n1C*;C(NC(=O)NC1CCCCC1);Cc1nc2cccnc2n1CCNC(=O)NC1CCCCC1
CC(C)[C@H](n1cnc2ccccc2c1=O)*;C(=O)(N1CCCCCC1);CC(C)[C@@H](C(=O)N1CCCCCC1)n1cnc2ccccc2c1=O
C=CC[C@@H](c1ccco1)*;[NH2+]([C@H](C)c1ccccc1);C=CC[C@H]([NH2+][C@H](C)c1ccccc1)c1ccco1
O=C(c1cc(F)c(F)cc1Cl)*;N(Cc1ccc(Cl)cc1Cl);O=C(NCc1ccc(Cl)cc1Cl)c1cc(F)c(F)cc1Cl
CC[C@@H]1CCCCN1C(=O)CO*;C(=O)(c1ccc(NC(C)=O)cc1);CC[C@@H]1CCCCN1C(=O)COC(=O)c1ccc(NC(C)=O)cc1
O=C(COc1ccc(F)cc1)N*;C(C(=O)Nc1ccc(F)cc1);O=C(COc1ccc(F)cc1)NCC(=O)Nc1ccc(F)cc1
COc1cc2ccccc2cc1C(=O)*;N(c1ccc(C#N)cc1);COc1cc2ccccc2cc1C(=O)Nc1ccc(C#N)cc1
O=C([O-])[C@H]1[C@H]2CC[C@H](C2)[C@@H]1C(=O)*;N(Cc1ccc(F)cc1);O=C([O-])[C@H]1[C@H]2CC[C@H](C2)[C@@H]1C(=O)NCc1ccc(F)cc1
Cc1nc2ccccc2n1*;C(c1ccc(Cl)c(Cl)c1);Cc1nc2ccccc2n1Cc1ccc(Cl)c(Cl)c1
O=C(NCC*)c1ccncc1;N(C(=O)c1ccc(Br)o1);O=C(NCCNC(=O)c1ccc(Br)o1)c1ccncc1
O=C(CO*)Nc1cccnc1Cl;C(=O)(c1nc(Cl)ccc1Cl);O=C(COC(=O)c1nc(Cl)ccc1Cl)Nc1cccnc1Cl
CCn1c(=O)cc(S*)c2ccccc12;C(C(=O)NCC[NH+](C)C);CCn1c(=O)cc(SCC(=O)NCC[NH+](C)C)c2ccccc21
Cc1cccc(C)c1NC(=O)C*;S(c1nnc(NC(=O)C2CC2)s1);Cc1cccc(C)c1NC(=O)CSc1nnc(NC(=O)C2CC2)s1
O=C(CC*)Nc1ccc(Br)cc1;S(c1nc2ccccc2o1);O=C(CCSc1nc2ccccc2o1)Nc1ccc(Br)cc1
C[C@H](CC(=O)[O-])CC(=O)*;N([C@H](C)c1ccccc1);C[C@H](CC(=O)[O-])CC(=O)N[C@H](C)c1ccccc1
CCN(CC(=O)NCc1ccncc1)*;S(=O)(=O)(c1ccc(C)cc1);CCN(CC(=O)NCc1ccncc1)S(=O)(=O)c1ccc(C)cc1
O=C(C*)NCc1ccccn1;C(C(=O)NCc1cccs1);O=C(CCC(=O)NCc1cccs1)NCc1ccccn1
O=C(c1ccccc1Br)*;N(c1cc(Cl)cc(Cl)c1);O=C(Nc1cc(Cl)cc(Cl)c1)c1ccccc1Br
NC(=O)c1ccccc1OCC(=O)*;N(c1ccccc1OC(F)F);NC(=O)c1ccccc1OCC(=O)Nc1ccccc1OC(F)F
COc1cc(C#N)ccc1OC*;C(=O)(Nc1ccc(Cl)cc1C);COc1cc(C#N)ccc1OCC(=O)Nc1ccc(Cl)cc1C
CC[C@H]1CN(C(=O)C2CC2)CC[C@H]1C*;C(=O)(NCc1ccccc1);CC[C@H]1CN(C(=O)C2CC2)CC[C@H]1CC(=O)NCc1ccccc1
COc1ccccc1O[C@@H](C)C(=O)*;N(c1ccc(C)c(C)c1);COc1ccccc1O[C@@H](C)C(=O)Nc1ccc(C)c(C)c1
COc1cc(C#N)ccc1O[C@@H](C)*;C(=O)(Nc1cccc(C#N)c1);COc1cc(C#N)ccc1O[C@@H](C)C(=O)Nc1cccc(C#N)c1
O=C(Nc1cc(Cl)ccc1Cl)*;C([C@@H]1[NH2+]CCCNC1=O);O=C(C[C@@H]1[NH2+]CCCNC1=O)Nc1cc(Cl)ccc1Cl
Cc1cccc(C)c1NC(=O)CO*;C(=O)(COc1ccccc1);Cc1cccc(C)c1NC(=O)COC(=O)COc1ccccc1
CC(=O)c1cc2c(cc1*)OCO2;N(C(=O)c1cc(C)cc(C)c1);CC(=O)c1cc2c(cc1NC(=O)c1cc(C)cc(C)c1)OCO2
C[C@@H](Sc1nc(N)cc(N)n1)*;C(=O)(N1CCc2ccccc21);C[C@@H](Sc1nc(N)cc(N)n1)C(=O)N1CCc2ccccc21
C[NH+](CCOc1ccccc1)C*;C(=O)(Nc1cccc(C#N)c1);C[NH+](CCOc1ccccc1)CC(=O)Nc1cccc(C#N)c1
CCCC(=O)Nc1ccccc1*;N(C(=O)c1cccc(C)c1);CCCC(=O)Nc1ccccc1NC(=O)c1cccc(C)c1
COc1ccccc1OCC(=O)*;N(c1sc(C)c(C)c1C(N)=O);COc1ccccc1OCC(=O)Nc1sc(C)c(C)c1C(N)=O
O=C(c1cnc2n(c1=O)CCS2)*;N(c1cccc2c1CCCC2);O=C(Nc1cccc2c1CCCC2)c1cnc2n(c1=O)CCS2
C[C@@H]1CCC[C@@H](NC(=O)*)[C@@H]1C;C(CC(=O)NCC[NH+](C)C);C[C@@H]1CCC[C@@H](NC(=O)CCC(=O)NCC[NH+](C)C)[C@@H]1C
CC(C)C[C@H](N*)c1ccccc1;C(=O)(c1cccc(F)c1);CC(C)C[C@H](NC(=O)c1cccc(F)c1)c1ccccc1
C[C@H](NC(=O)*)[C@H]1CCCO1;N(c1ccc(F)cc1F);C[C@H](NC(=O)Nc1ccc(F)cc1F)[C@H]1CCCO1
C[C@@H](Oc1cc(Cl)c(Cl)cc1Cl)*;C(=O)(OCC(=O)N(C)C);C[C@@H](Oc1cc(Cl)c(Cl)cc1Cl)C(=O)OCC(=O)N(C)C
CC(=O)c1ccccc1O*;C([C@@H](O)C[NH+]1CCOCC1);CC(=O)c1ccccc1OC[C@@H](O)C[NH+]1CCOCC1
CC(C)CCC[C@H](C)N*;C(=O)(c1ccccc1Br);CC(C)CCC[C@H](C)NC(=O)c1ccccc1Br
O=C(Nc1nnc(N2CCCC2)s1)*;N(c1ccc(Br)cc1F);O=C(Nc1nnc(N2CCCC2)s1)Nc1ccc(Br)cc1F
CCOC(=O)c1cc2c(ccn2C)n1C*;C(=O)(N1CCC(C)CC1);CCOC(=O)c1cc2c(ccn2C)n1CC(=O)N1CCC(C)CC1
Cc1ccc(C)c(O*)c1C;C([C@H](O)C[NH2+][C@H](C)C(C)C);Cc1ccc(C)c(OC[C@H](O)C[NH2+][C@H](C)C(C)C)c1C
C=C1C(C)(C)[C@H]2CC[C@]1(C(=O)*)C2;N(c1cccc(C(F)(F)F)c1);C=C1C(C)(C)[C@H]2CC[C@]1(C(=O)Nc1cccc(C(F)(F)F)c1)C2
C(C(=O)Nc1cccc(C(F)(F)F)c1)*;COc1ccccc1OC;COc1ccccc1OCCC(=O)Nc1cccc(C(F)(F)F)c1
O=C(Nc1cccc(Cl)c1)OCCO*;C(=O)(Nc1cccc(Cl)c1);O=C(Nc1cccc(Cl)c1)OCCOC(=O)Nc1cccc(Cl)c1
COC(=O)[C@@H](Cc1ccccc1)*;N(C(=O)N(C)Cc1ccccc1);COC(=O)[C@@H](Cc1ccccc1)NC(=O)N(C)Cc1ccccc1
O=C(C*)Nc1ccc(F)c(F)c1;C(n1c(=O)[nH]c2ccsc2c1=O);O=C(CCn1c(=O)[nH]c2ccsc2c1=O)Nc1ccc(F)c(F)c1
Cc1cc(O*)cc(C)c1Cl;C(CCC(=O)NC(C)(C)C);Cc1cc(OCCCC(=O)NC(C)(C)C)cc(C)c1Cl
Cc1ccc2c(c1)N(*)C(=O)CO2;C(C(=O)NCc1ccc(Cl)cc1);Cc1ccc2c(c1)N(CC(=O)NCc1ccc(Cl)cc1)C(=O)CO2
CC(=O)Nc1ccccc1NC(=O)*;C(Oc1ccc(C)cc1C);CC(=O)Nc1ccccc1NC(=O)COc1ccc(C)cc1C
O=C(COc1cccc(F)c1)*;N(c1cc(F)ccc1F);O=C(COc1cccc(F)c1)Nc1cc(F)ccc1F
C[C@@](C#N)(NC(=O)C*)C1CC1;S(c1nnc(C(F)(F)F)n1N);C[C@@](C#N)(NC(=O)CSc1nnc(C(F)(F)F)n1N)C1CC1
C[C@@H](CCc1ccccc1)N*;C(=O)([C@H]1C[C@@H]1c1ccccc1);C[C@@H](CCc1ccccc1)NC(=O)[C@H]1C[C@@H]1c1ccccc1
O=C(COc1ccccc1Br)*;N(c1cc(Cl)ccc1Cl);O=C(COc1ccccc1Br)Nc1cc(Cl)ccc1Cl
CNC(=O)C(=C1CCCCC1)*;N(C(=O)c1ccccc1);CNC(=O)C(NC(=O)c1ccccc1)=C1CCCCC1
C[C@H](Sc1ccc(F)cc1)C(=O)*;N(c1ccc2c(c1)OCCO2);C[C@H](Sc1ccc(F)cc1)C(=O)Nc1ccc2c(c1)OCCO2
CCOC(=O)c1ccsc1N*;C(=O)([C@@H]1CC=CC[C@@H]1C(=O)[O-]);CCOC(=O)c1ccsc1NC(=O)[C@@H]1CC=CC[C@@H]1C(=O)[O-]
COc1ccccc1CN(C)C(=O)*;C(n1ncc(Cl)c(Cl)c1=O);COc1ccccc1CN(C)C(=O)Cn1ncc(Cl)c(Cl)c1=O
COc1ccc(C)cc1S(=O)(=O)N[C@@H](C)*;C(=O)(Nc1ccccc1);COc1ccc(C)cc1S(=O)(=O)N[C@@H](C)C(=O)Nc1ccccc1
COC(=O)c1ccccc1N*;C(=O)(c1c(Cl)cccc1Cl);COC(=O)c1ccccc1NC(=O)c1c(Cl)cccc1Cl
CC(C)CNC(=O)CN(C)*;S(=O)(=O)(c1ccc(F)cc1);CC(C)CNC(=O)CN(C)S(=O)(=O)c1ccc(F)cc1
C[C@H](Sc1nc2ccccc2n1C)*;C(=O)(Nc1cccc(Cl)c1Cl);C[C@H](Sc1nc2ccccc2n1C)C(=O)Nc1cccc(Cl)c1Cl
C[NH+](C*)Cc1ccccc1;C(C(=O)c1ccccc1);C[NH+](CCC(=O)c1ccccc1)Cc1ccccc1
C[C@@H](C(=O)Nc1ccccc1C#N)*;S(c1nc2ccccc2o1);C[C@H](Sc1nc2ccccc2o1)C(=O)Nc1ccccc1C#N
O=C(OCC#CC*)c1cccnc1;O(C(=O)c1cccnc1);O=C(OCC#CCOC(=O)c1cccnc1)c1cccnc1
C[C@H](NC(=O)CO*)c1ccc(F)cc1;C(=O)(c1cc(Cl)ccc1O);C[C@H](NC(=O)COC(=O)c1cc(Cl)ccc1O)c1ccc(F)cc1
O=C(Nc1ccc(F)c(Cl)c1)*;C(CCc1ccccc1);O=C(CCCc1ccccc1)Nc1ccc(F)c(Cl)c1
O=C(COC(=O)c1cccnc1Cl)*;N(CCc1ccccc1);O=C(COC(=O)c1cccnc1Cl)NCCc1ccccc1
Cn1nc(S(N)(=O)=O)s/c1=N\*;C(=O)(Nc1ccccc1);Cn1nc(S(N)(=O)=O)s/c1=N\C(=O)Nc1ccccc1
O=C(N*)c1cc(Cl)ccc1Cl;C(Cc1cccc(Cl)c1);O=C(NCCc1cccc(Cl)c1)c1cc(Cl)ccc1Cl
O=C(c1ccc(Cl)cc1)*;N(c1ccc(Cl)c(Cl)c1);O=C(Nc1ccc(Cl)c(Cl)c1)c1ccc(Cl)cc1
O=C(COC(=O)c1ccc2c(c1)OCO2)*;N(c1ccc(F)c(Cl)c1);O=C(COC(=O)c1ccc2c(c1)OCO2)Nc1ccc(F)c(Cl)c1
O=C(NCC[NH+]1CCOCC1)*;C(Oc1ccccc1O);O=C(COc1ccccc1O)NCC[NH+]1CCOCC1
CC(C)[C@H](NC(=O)c1ccccc1)*;C(=O)(Nc1ccccn1);CC(C)[C@H](NC(=O)c1ccccc1)C(=O)Nc1ccccn1
Cc1ccc2c(c1)[C@@H](*)c1ccccc1O2;S(=O)(=O)(c1ccccc1);Cc1ccc2c(c1)[C@@H](S(=O)(=O)c1ccccc1)c1ccccc1O2
CCOc1ncccc1C(=O)*;N(Cc1ccc(F)cc1);CCOc1ncccc1C(=O)NCc1ccc(F)cc1
C[C@H](NC(=O)c1ccco1)C(=O)*;N(CCc1ccc(Cl)cc1Cl);C[C@H](NC(=O)c1ccco1)C(=O)NCCc1ccc(Cl)cc1Cl
CCOC(=O)c1cc(C)sc1*;N(C(=O)CSc1nnnn1C);CCOC(=O)c1cc(C)sc1NC(=O)CSc1nnnn1C
O=C(Nc1ccc(F)cc1)*;C(Sc1cc[nH]c(=O)n1);O=C(CSc1cc[nH]c(=O)n1)Nc1ccc(F)cc1
O=C(CSc1ncccn1)N*;C(c1cccc(C(F)(F)F)c1);O=C(CSc1ncccn1)NCc1cccc(C(F)(F)F)c1
O=C(c1ccc(Cl)c(Cl)c1)*;O(CC(=O)N1CCCC1);O=C(OCC(=O)N1CCCC1)c1ccc(Cl)c(Cl)c1
Cc1cc2c(O*)cccc2[nH]1;C([C@H](O)C[NH2+]C(C)(C)C);Cc1cc2c(OC[C@H](O)C[NH2+]C(C)(C)C)cccc2[nH]1
O=C(c1ccccc1C(F)(F)F)*;N(c1ccc(Cl)cc1F);O=C(Nc1ccc(Cl)cc1F)c1ccccc1C(F)(F)F
O=C(CCc1ccccc1)*;N(Cc1ccc(Cl)cc1);O=C(CCc1ccccc1)NCc1ccc(Cl)cc1
CC[C@@H](C(=O)*)c1ccccc1;O(CC(=O)c1ccc(Br)s1);CC[C@@H](C(=O)OCC(=O)c1ccc(Br)s1)c1ccccc1
O=C(Nc1ccc(F)c(Cl)c1)*;C(Oc1ccccc1Cl);O=C(COc1ccccc1Cl)Nc1ccc(F)c(Cl)c1
COc1cc(Cl)cc(OC)c1NC(=O)*;N(c1ccc2snnc2c1);COc1cc(Cl)cc(OC)c1NC(=O)Nc1ccc2snnc2c1
CN(Cc1cccs1)C(=O)C*;N(C(=O)c1ccccc1);CN(Cc1cccs1)C(=O)CNC(=O)c1ccccc1
COC(=O)[C@H](C)NC(=O)*;N(CCc1ccccc1);COC(=O)[C@H](C)NC(=O)NCCc1ccccc1
CCc1ccccc1OC(=O)CN(C)*;S(=O)(=O)(c1ccc(Cl)cc1);CCc1ccccc1OC(=O)CN(C)S(=O)(=O)c1ccc(Cl)cc1
CCOc1ccc(C(=O)*)cc1;O(CC(=O)NC(C)(C)C);CCOc1ccc(C(=O)OCC(=O)NC(C)(C)C)cc1
O=C(COc1ccc2c(c1)OCO2)N*;C(c1ccc(Cl)cc1Cl);O=C(COc1ccc2c(c1)OCO2)NCc1ccc(Cl)cc1Cl
C[C@H]1CCCC[NH+]1CC*;C(=O)(c1ccc(F)cc1);C[C@H]1CCCC[NH+]1CCC(=O)c1ccc(F)cc1
O=C(N[C@H](C(Cl)(Cl)Cl)*)c1ccccc1;S(=O)(=O)(c1ccc(F)cc1);O=C(N[C@H](C(Cl)(Cl)Cl)S(=O)(=O)c1ccc(F)cc1)c1ccccc1
CCc1cccc(C)c1NC(=O)*;C(Sc1nnc2n1CCCCC2);CCc1cccc(C)c1NC(=O)CSc1nnc2n1CCCCC2
CCN(S(=O)(=O)c1ccc(Br)cc1)*;C(C(=O)Nc1ccccc1C);CCN(CC(=O)Nc1ccccc1C)S(=O)(=O)c1ccc(Br)cc1
CC[C@H](c1ccccc1)*;C(=O)(N1CCC(C)CC1);CC[C@@H](C(=O)N1CCC(C)CC1)c1ccccc1
Cc1ccc(C(C)C)cc1*;O(Cn1nc(C)c(N)c1C);Cc1ccc(C(C)C)cc1OCn1nc(C)c(N)c1C
O=C(C*)NC[C@@H]1CCCO1;O(C(=O)c1ccc(I)cc1);O=C(COC(=O)c1ccc(I)cc1)NC[C@@H]1CCCO1
O=C(N*)c1ccccc1I;C(COc1ccccc1Cl);O=C(NCCOc1ccccc1Cl)c1ccccc1I
C[C@H](Sc1ccccc1)C(=O)*;N(Cc1ccc2c(c1)OCO2);C[C@H](Sc1ccccc1)C(=O)NCc1ccc2c(c1)OCO2
O=C(CCOc1ccccc1)N*;C([C@@H]1COc2ccccc2O1);O=C(CCOc1ccccc1)NC[C@@H]1COc2ccccc2O1
Cc1cccc(C)c1NC(=O)*;C(Sc1nnc(C)n1N);Cc1cccc(C)c1NC(=O)CSc1nnc(C)n1N
O=C(OC*)c1ccc(Br)cc1;C(=O)(N1CCc2ccccc21);O=C(OCC(=O)N1CCc2ccccc21)c1ccc(Br)cc1
Cc1cc(C(F)(F)F)nn1*;C(C(=O)N1CCOCC1);Cc1cc(C(F)(F)F)nn1CC(=O)N1CCOCC1
O=C(CO*)NC1CCCCC1;C(=O)(c1cccnc1Cl);O=C(COC(=O)c1cccnc1Cl)NC1CCCCC1
Cc1[nH]c(-c2ccc(F)cc2)cc1*;C(=O)(NCc1ccccn1);Cc1[nH]c(-c2ccc(F)cc2)cc1C(=O)NCc1ccccn1
O=C(Nc1ccccc1C(F)(F)F)*;C(Sc1nc2ccccc2s1);O=C(CSc1nc2ccccc2s1)Nc1ccccc1C(F)(F)F
COc1cccc(OC)c1*;C(=O)(NC1CCCCCC1);COc1cccc(OC)c1C(=O)NC1CCCCCC1
COc1cc(CO)ccc1*;O(Cc1ccc(Cl)cc1);COc1cc(CO)ccc1OCc1ccc(Cl)cc1
Cc1nn(-c2ccccc2)nc1*;C(=O)(Oc1ccc(Cl)cc1);Cc1nn(-c2ccccc2)nc1C(=O)Oc1ccc(Cl)cc1
O=C(CSc1nnc(-c2cccs2)o1)N*;C(Cc1ccc(Cl)cc1);O=C(CSc1nnc(-c2cccs2)o1)NCCc1ccc(Cl)cc1
Cc1ccccc1OCC*;C(C(=O)Nc1nccs1);Cc1ccccc1OCCCC(=O)Nc1nccs1
CCC[C@@H]([NH+]1CCCC1)*;C(=O)(c1ccc(C)cc1);CCC[C@H](C(=O)c1ccc(C)cc1)[NH+]1CCCC1
O=C(OC*)c1c[nH]c2ccccc12;C(Oc1c(Cl)cccc1Cl);O=C(OCCOc1c(Cl)cccc1Cl)c1c[nH]c2ccccc12
Cn1c(=O)[nH]c(=O)c2c1ncn2C*;C(=O)(Nc1c(Cl)cccc1Cl);Cn1c(=O)[nH]c(=O)c2c1ncn2CC(=O)Nc1c(Cl)cccc1Cl
O=c1ccc(-c2cccs2)nn1*;C(c1ccc(C(F)(F)F)cc1);O=c1ccc(-c2cccs2)nn1Cc1ccc(C(F)(F)F)cc1
C[C@@H](Oc1ccccc1Br)*;C(=O)(Nc1ccccc1);C[C@@H](Oc1ccccc1Br)C(=O)Nc1ccccc1
N#Cc1cnn(-c2ccccc2)c1N*;C(=O)(COc1ccccc1);N#Cc1cnn(-c2ccccc2)c1NC(=O)COc1ccccc1
COC(=O)c1cc(I)ccc1O*;S(=O)(=O)(c1ccc(Cl)cc1);COC(=O)c1cc(I)ccc1OS(=O)(=O)c1ccc(Cl)cc1
CCc1cc2cccc(C)c2nc1*;S(CC(=O)NC(C)(C)C);CCc1cc2cccc(C)c2nc1SCC(=O)NC(C)(C)C
CC(C)[C@H]1CC[C@@H](C)C[C@H]1*;N(C(=O)c1ccncc1);CC(C)[C@H]1CC[C@@H](C)C[C@H]1NC(=O)c1ccncc1
O=C(CC*)OCc1c(Cl)cccc1Cl;C(=O)(c1ccc(F)cc1);O=C(CCC(=O)c1ccc(F)cc1)OCc1c(Cl)cccc1Cl
CC[C@H]1CCCCN1C(=O)CCC(=O)*;N(c1nnc(C(F)(F)F)s1);CC[C@H]1CCCCN1C(=O)CCC(=O)Nc1nnc(C(F)(F)F)s1
O=C(Nc1ccc2sccc2c1)*;C(CS(=O)(=O)c1ccc(F)cc1);O=C(CCS(=O)(=O)c1ccc(F)cc1)Nc1ccc2sccc2c1
CCN(S(=O)(=O)c1cc(Cl)ccc1Cl)*;C(C(=O)Nc1ccccc1);CCN(CC(=O)Nc1ccccc1)S(=O)(=O)c1cc(Cl)ccc1Cl
O=C(C*)c1ccc(Cl)c(Cl)c1;O(C(=O)c1ccc(F)cc1);O=C(COC(=O)c1ccc(F)cc1)c1ccc(Cl)c(Cl)c1
Cc1ccc(Cl)cc1NC(=O)*;C(OC(=O)c1ccccc1);Cc1ccc(Cl)cc1NC(=O)COC(=O)c1ccccc1
CCOC(=O)C1=NC(=O)N=C1*;C(Sc1nc(C)cc([O-])n1);CCOC(=O)C1=NC(=O)N=C1CSc1nc(C)cc([O-])n1
O=C(c1ccc(F)c2ccccc12)*;N(CCOc1ccccc1F);O=C(NCCOc1ccccc1F)c1ccc(F)c2ccccc12
CCSc1ccccc1C(=O)*;N(c1nc2c(C)cccc2s1);CCSc1ccccc1C(=O)Nc1nc2c(C)cccc2s1
CCOc1ccccc1*;C(=O)(N[C@@H](CO)C(=O)[O-]);CCOc1ccccc1C(=O)N[C@@H](CO)C(=O)[O-]
O=C(NC*)c1ccccc1;C(n1nc(Br)c(Br)c1Br);O=C(NCCn1nc(Br)c(Br)c1Br)c1ccccc1
CCCC(=O)Nc1ccccc1*;N(C(=O)c1ccc(OC)cc1);CCCC(=O)Nc1ccccc1NC(=O)c1ccc(OC)cc1
O=C(N[C@H]1CCCC[C@@H]1*)[C@@H]1CC12CCC2;N(C(=O)[C@@H]1CC12CCC2);O=C(N[C@H]1CCCC[C@@H]1NC(=O)[C@@H]1CC12CCC2)[C@@H]1CC12CCC2
Cc1cccc(C(C)C)c1NC(=O)*;N(CCCn1ccnc1);Cc1cccc(C(C)C)c1NC(=O)NCCCn1ccnc1
CCN(CC(=O)NC(C)C)*;C(=O)(c1cc(F)cc(F)c1);CCN(CC(=O)NC(C)C)C(=O)c1cc(F)cc(F)c1
CCC[NH+]([C@H]1C[C@H](C)[NH+](C)C[C@@H]1C)*;C(c1ccc(OC)c(OC)c1);CCC[NH+](Cc1ccc(OC)c(OC)c1)[C@H]1C[C@H](C)[NH+](C)C[C@@H]1C
Cc1cc(Cl)ccc1OC*;C(=O)(Nc1ccc(I)cn1);Cc1cc(Cl)ccc1OCC(=O)Nc1ccc(I)cn1
CCN(c1ccccc1C)*;S(=O)(=O)(c1ccc(F)cc1);CCN(c1ccccc1C)S(=O)(=O)c1ccc(F)cc1
CCCn1nnnc1SCC(=O)*;N(Cc1ccc2c(c1)OCO2);CCCn1nnnc1SCC(=O)NCc1ccc2c(c1)OCO2
